1, 189283.82, 51579.61119999999
2, 204818.03, 131788.3816
3, 206913.16, 162902.16809999995
4, 212258.3, 181621.2673
5, 214706.76, 191229.7432
6, 219668.64, 195504.91680000004
7, 222580.89, 199243.5579000001
8, 222580.89, 202154.19050000014
9, 222580.89, 204727.90900000016
10, 222940.79, 206823.95190000013
11, 222940.79, 209526.45059999998
12, 224059.7, 211890.17260000002
13, 225814.66, 213819.3920999999
14, 225814.66, 215600.59719999996
15, 227521.57, 218186.28379999995
16, 227521.57, 219707.07099999994
17, 227521.57, 220805.23319999993
18, 228418.99, 221786.54219999994
19, 228418.99, 222794.89619999996
20, 228418.99, 223598.2658999999
21, 228542.78, 224685.04109999994
22, 228759.85, 225338.21489999993
23, 228759.85, 225974.35329999996
24, 230100.66, 226812.93620000008
25, 230100.66, 227346.01470000003
26, 233170.5, 227896.38830000002
27, 233170.5, 228393.2115000001
28, 234289.58, 228879.23690000002
29, 234289.58, 229271.21189999997
30, 235659.77, 230148.52159999998
31, 235659.77, 230899.50820000004
32, 235659.77, 231761.7683
33, 236120.58, 232609.04849999992
34, 237918.73, 233209.21719999998
35, 238285.35, 234005.9985
36, 239677.72, 234665.1001
37, 241459.74, 235447.26209999996
38, 241459.74, 236180.28869999998
39, 241459.74, 236753.9992
40, 241459.74, 237427.79930000004
41, 241459.74, 238008.22670000012
42, 241598.35, 238539.74190000017
43, 243039.88, 239080.5947000001
44, 243039.88, 239421.06470000013
45, 243089.93, 239715.54670000006
46, 243089.93, 240015.34100000001
47, 245027.89, 240284.35790000006
48, 245027.89, 240539.42440000005
49, 245027.89, 240769.23010000004
50, 245027.89, 241041.4211000001
51, 245027.89, 241304.12930000015
52, 245027.89, 241505.5297000001
53, 245027.89, 241704.98010000016
54, 245027.89, 241966.8945000001
55, 245987.94, 242342.0865000001
56, 245987.94, 242561.41370000015
57, 245987.94, 242842.12320000015
58, 245987.94, 243091.98680000007
59, 245987.94, 243293.81490000006
60, 246215.34, 243553.88659999988
61, 246215.34, 243692.9770999998
62, 246215.34, 243896.90979999996
63, 246215.34, 243988.68639999992
64, 246215.34, 244133.14090000003
65, 246215.34, 244312.18649999995
66, 246215.34, 244465.13900000002
67, 246215.34, 244568.53159999993
68, 246653.47, 244657.94869999995
69, 247223.53, 244804.97429999997
70, 247223.53, 244994.31620000006
71, 247585.97, 245165.00960000008
72, 247585.97, 245291.12650000007
73, 247585.97, 245424.67780000012
74, 247585.97, 245503.20810000005
75, 247585.97, 245689.4918
76, 247585.97, 245817.7037
77, 248428.69, 245995.97419999997
78, 248428.69, 246174.03
79, 248428.69, 246254.46239999996
80, 248428.69, 246394.77789999993
81, 248428.69, 246472.5070999999
82, 248428.69, 246565.07069999992
83, 248428.69, 246654.13819999993
84, 248684.98, 246726.56699999992
85, 248684.98, 246804.98529999997
86, 248684.98, 246891.5903
1, 203653.65, 60077.88749999998
2, 227799.57, 143030.7309
3, 227799.57, 168700.05759999997
4, 227799.57, 185916.20119999998
5, 229571.38, 196623.38079999998
6, 229571.38, 204547.34189999997
7, 229669.7, 210729.19070000004
8, 229987.91, 216222.5051000001
9, 230648.73, 220865.74020000006
10, 232470.19, 224389.43120000005
11, 232470.19, 226615.85000000003
12, 232470.19, 228146.2399
13, 233765.72, 229392.85849999997
14, 235208.16, 230349.59829999998
15, 235395.63, 231347.29909999997
16, 236400.04, 232340.14829999997
17, 237670.87, 233363.43060000005
18, 237670.87, 234056.27449999988
19, 237670.87, 234481.2873999999
20, 238609.71, 235139.62909999996
21, 239080.57, 235730.9737
22, 239449.58, 236234.1304
23, 239629.41, 236713.41409999994
24, 239629.41, 236959.59069999997
25, 240057.34, 237411.34129999994
26, 241010.05, 237971.8007
27, 241158.82, 238370.0246
28, 241158.82, 238880.0802
29, 243199.16, 239337.69609999994
30, 243199.16, 239739.56469999996
31, 243199.16, 240019.15020000003
32, 243896.14, 240471.4682
33, 245728.6, 240809.60680000004
34, 245728.6, 241142.6042000001
35, 245728.6, 241353.51870000013
36, 245728.6, 241784.5619
37, 245728.6, 242190.16199999998
38, 245728.6, 242475.47459999996
39, 245728.6, 242751.80570000003
40, 245728.6, 243035.82550000004
41, 246304.47, 243464.65700000004
42, 246304.47, 243686.19520000005
43, 247227.4, 243910.98320000008
44, 247227.4, 244205.48390000008
45, 247227.4, 244435.30920000005
46, 247227.4, 244596.7223
47, 247227.4, 244774.0514
48, 247227.4, 244951.0534
49, 247227.4, 245086.99169999987
50, 247227.4, 245220.83659999995
51, 247227.4, 245417.80879999988
52, 247227.4, 245566.73239999995
53, 247839.71, 245710.6044
54, 247839.71, 245861.41700000007
55, 247839.71, 245971.1728
56, 248179.5, 246121.68000000008
57, 248179.5, 246232.2631000001
58, 248586.96, 246346.6790000001
59, 250057.37, 246518.77820000012
60, 250057.37, 246660.70740000013
61, 250057.37, 246841.04500000007
62, 250057.37, 246925.80150000006
63, 250057.37, 247063.00930000003
64, 250057.37, 247153.9403
65, 250057.37, 247341.8595
66, 250171.88, 247490.40619999994
67, 250171.88, 247617.92699999988
68, 250171.88, 247698.62869999988
69, 250171.88, 247823.69919999992
70, 250768.9, 248006.68660000002
71, 250768.9, 248124.9512
72, 250768.9, 248220.37769999998
73, 250768.9, 248253.26919999995
74, 250768.9, 248391.58689999997
75, 250768.9, 248503.26699999996
76, 250768.9, 248634.3638
77, 250768.9, 248717.56889999995
78, 250768.9, 248811.9873
79, 250768.9, 248921.68950000004
80, 250768.9, 249021.8614
81, 250768.9, 249115.5782
82, 250968.44, 249217.4257
