1, 99448.8, 42398.22240000001
2, 99448.8, 45645.5132
3, 99448.8, 48369.09014999999
4, 99448.8, 50588.23389999998
5, 99448.8, 52963.94134999998
6, 99448.8, 55065.498299999985
7, 99448.8, 58114.214399999975
8, 99448.8, 60170.17054999998
9, 99448.8, 61273.749949999976
10, 99448.8, 63978.55629999998
11, 107716.93, 65333.40619999996
12, 107716.93, 67118.71609999998
13, 107716.93, 69265.64039999997
14, 107716.93, 69711.04549999996
15, 107716.93, 69829.67229999996
1, 94305.12, 43805.586899999995
2, 94305.12, 47262.52815
3, 94305.12, 51137.31915
4, 94305.12, 54954.68669999999
5, 94305.12, 58253.16394999999
6, 94305.12, 61801.37145
7, 94305.12, 63132.535599999996
8, 94305.12, 65262.59179999999
9, 106491.19, 68053.85955
10, 106491.19, 69966.482
11, 106491.19, 71484.4283
12, 106491.19, 71837.2911
13, 106491.19, 72688.48030000001
14, 106491.19, 74270.29050000002
15, 106491.19, 75613.7586
16, 106491.19, 76205.7763
