generation, best_individual, average_fitness
1, 104324.91, 47009.43500000001
2, 104324.91, 53438.4674
3, 106588.66, 63710.27904999998
4, 106588.66, 70923.12044999996
5, 106588.66, 76008.62699999995
6, 106588.66, 78658.68649999995
7, 106588.66, 80281.37259999996
8, 106588.66, 81503.57289999996
9, 106588.66, 82194.57339999995
10, 106588.66, 84116.18849999996
11, 106588.66, 84854.58829999996
1, 107392.02, 47833.3778
2, 107392.02, 59623.85525
3, 107392.02, 69796.54030000001
4, 107392.02, 75647.60655
5, 107392.02, 77857.0492
6, 107392.02, 80545.0582
7, 107392.02, 82590.4964
8, 107524.16, 84497.34560000003
9, 107524.16, 85378.30860000003
10, 107524.16, 86190.35010000004
11, 107524.16, 87311.05370000005
12, 107524.16, 88028.27000000003
