time_ams,time,epex_price,tennet_short,tennet_long
2021-01-09 10:30:00+01:00,2021-01-09 10:30:00,67.71,42.89,42.89
2021-01-09 10:45:00+01:00,2021-01-09 10:45:00,67.71,32.77,32.77
2021-01-09 11:00:00+01:00,2021-01-09 11:00:00,68.0,46.61,46.61
2021-01-09 11:15:00+01:00,2021-01-09 11:15:00,68.0,19.79,19.79
2021-01-09 11:30:00+01:00,2021-01-09 11:30:00,68.0,16.38,16.38
2021-01-09 11:45:00+01:00,2021-01-09 11:45:00,68.0,34.39,34.39
2021-01-09 12:00:00+01:00,2021-01-09 12:00:00,67.01,31.37,31.37
2021-01-09 12:15:00+01:00,2021-01-09 12:15:00,67.01,25.25,25.25
2021-01-09 12:30:00+01:00,2021-01-09 12:30:00,67.01,20.42,20.42
2021-01-09 12:45:00+01:00,2021-01-09 12:45:00,67.01,22.39,22.39
2021-01-09 13:00:00+01:00,2021-01-09 13:00:00,62.53,24.38,24.38
2021-01-09 13:15:00+01:00,2021-01-09 13:15:00,62.53,34.69,34.69
2021-01-09 13:30:00+01:00,2021-01-09 13:30:00,62.53,36.54,36.54
2021-01-09 13:45:00+01:00,2021-01-09 13:45:00,62.53,34.39,34.39
2021-01-09 14:00:00+01:00,2021-01-09 14:00:00,60.0,51.05,51.05
2021-01-09 14:15:00+01:00,2021-01-09 14:15:00,60.0,51.05,37.39
2021-01-09 14:30:00+01:00,2021-01-09 14:30:00,60.0,39.91,39.91
2021-01-09 14:45:00+01:00,2021-01-09 14:45:00,60.0,47.11,47.11
2021-01-09 15:00:00+01:00,2021-01-09 15:00:00,60.0,46.01,46.01
2021-01-09 15:15:00+01:00,2021-01-09 15:15:00,60.0,46.01,46.01
2021-01-09 15:30:00+01:00,2021-01-09 15:30:00,60.0,49.3,49.3
2021-01-09 15:45:00+01:00,2021-01-09 15:45:00,60.0,51.18,51.18
2021-01-09 16:00:00+01:00,2021-01-09 16:00:00,62.78,47.24,47.24
2021-01-09 16:15:00+01:00,2021-01-09 16:15:00,62.78,49.82,49.82
2021-01-09 16:30:00+01:00,2021-01-09 16:30:00,62.78,47.34,47.34
2021-01-09 16:45:00+01:00,2021-01-09 16:45:00,62.78,38.59,38.59
2021-01-09 17:00:00+01:00,2021-01-09 17:00:00,69.92,5.0,5.0
2021-01-09 17:15:00+01:00,2021-01-09 17:15:00,69.92,44.86,44.86
2021-01-09 17:30:00+01:00,2021-01-09 17:30:00,69.92,39.66,39.66
2021-01-09 17:45:00+01:00,2021-01-09 17:45:00,69.92,47.53,47.53
2021-01-09 18:00:00+01:00,2021-01-09 18:00:00,71.99,46.88,46.88
2021-01-09 18:15:00+01:00,2021-01-09 18:15:00,71.99,51.21,51.21
2021-01-09 18:30:00+01:00,2021-01-09 18:30:00,71.99,52.26,52.26
2021-01-09 18:45:00+01:00,2021-01-09 18:45:00,71.99,57.0,57.0
2021-01-09 19:00:00+01:00,2021-01-09 19:00:00,68.95,60.58,60.58
2021-01-09 19:15:00+01:00,2021-01-09 19:15:00,68.95,62.47,62.47
2021-01-09 19:30:00+01:00,2021-01-09 19:30:00,68.95,48.35,48.35
2021-01-09 19:45:00+01:00,2021-01-09 19:45:00,68.95,46.83,46.83
2021-01-09 20:00:00+01:00,2021-01-09 20:00:00,62.66,46.15,40.18
2021-01-09 20:15:00+01:00,2021-01-09 20:15:00,62.66,46.12,46.12
2021-01-09 20:30:00+01:00,2021-01-09 20:30:00,62.66,42.68,42.68
2021-01-09 20:45:00+01:00,2021-01-09 20:45:00,62.66,42.12,42.12
2021-01-09 21:00:00+01:00,2021-01-09 21:00:00,53.21,47.38,42.16
2021-01-09 21:15:00+01:00,2021-01-09 21:15:00,53.21,45.76,42.46
2021-01-09 21:30:00+01:00,2021-01-09 21:30:00,53.21,41.54,41.54
2021-01-09 21:45:00+01:00,2021-01-09 21:45:00,53.21,32.41,32.41
2021-01-09 22:00:00+01:00,2021-01-09 22:00:00,54.77,52.28,52.28
2021-01-09 22:15:00+01:00,2021-01-09 22:15:00,54.77,47.07,47.07
2021-01-09 22:30:00+01:00,2021-01-09 22:30:00,54.77,56.81,56.81
2021-01-09 22:45:00+01:00,2021-01-09 22:45:00,54.77,51.21,42.54
2021-01-09 23:00:00+01:00,2021-01-09 23:00:00,45.0,123.66,42.6
2021-01-09 23:15:00+01:00,2021-01-09 23:15:00,45.0,58.45,58.45
2021-01-09 23:30:00+01:00,2021-01-09 23:30:00,45.0,79.07,79.07
2021-01-09 23:45:00+01:00,2021-01-09 23:45:00,45.0,37.07,37.07
2021-01-10 00:00:00+01:00,2021-01-10 00:00:00,51.72,82.56,32.13
2021-01-10 00:15:00+01:00,2021-01-10 00:15:00,51.72,283.52,283.52
2021-01-10 00:30:00+01:00,2021-01-10 00:30:00,51.72,46.48,46.48
2021-01-10 00:45:00+01:00,2021-01-10 00:45:00,51.72,91.1,91.1
2021-01-10 01:00:00+01:00,2021-01-10 01:00:00,45.73,68.29,68.29
2021-01-10 01:15:00+01:00,2021-01-10 01:15:00,45.73,110.77,110.77
2021-01-10 01:30:00+01:00,2021-01-10 01:30:00,45.73,41.23,41.23
2021-01-10 01:45:00+01:00,2021-01-10 01:45:00,45.73,41.43,41.43
2021-01-10 02:00:00+01:00,2021-01-10 02:00:00,46.3,51.59,51.59
2021-01-10 02:15:00+01:00,2021-01-10 02:15:00,46.3,46.42,46.42
2021-01-10 02:30:00+01:00,2021-01-10 02:30:00,46.3,40.47,40.47
2021-01-10 02:45:00+01:00,2021-01-10 02:45:00,46.3,40.49,40.49
2021-01-10 03:00:00+01:00,2021-01-10 03:00:00,46.39,37.95,37.95
2021-01-10 03:15:00+01:00,2021-01-10 03:15:00,46.39,40.46,40.46
2021-01-10 03:30:00+01:00,2021-01-10 03:30:00,46.39,45.73,45.73
2021-01-10 03:45:00+01:00,2021-01-10 03:45:00,46.39,45.64,45.64
2021-01-10 04:00:00+01:00,2021-01-10 04:00:00,46.3,53.17,53.17
2021-01-10 04:15:00+01:00,2021-01-10 04:15:00,46.3,52.29,52.29
2021-01-10 04:30:00+01:00,2021-01-10 04:30:00,46.3,56.26,56.26
2021-01-10 04:45:00+01:00,2021-01-10 04:45:00,46.3,49.0,49.0
2021-01-10 05:00:00+01:00,2021-01-10 05:00:00,45.35,51.55,51.55
2021-01-10 05:15:00+01:00,2021-01-10 05:15:00,45.35,51.1,51.1
2021-01-10 05:30:00+01:00,2021-01-10 05:30:00,45.35,52.05,52.05
2021-01-10 05:45:00+01:00,2021-01-10 05:45:00,45.35,61.69,61.69
2021-01-10 06:00:00+01:00,2021-01-10 06:00:00,46.3,50.56,43.38
2021-01-10 06:15:00+01:00,2021-01-10 06:15:00,46.3,39.61,39.61
2021-01-10 06:30:00+01:00,2021-01-10 06:30:00,46.3,40.31,40.31
2021-01-10 06:45:00+01:00,2021-01-10 06:45:00,46.3,66.67,66.67
2021-01-10 07:00:00+01:00,2021-01-10 07:00:00,46.1,167.69,44.94
2021-01-10 07:15:00+01:00,2021-01-10 07:15:00,46.1,34.45,34.45
2021-01-10 07:30:00+01:00,2021-01-10 07:30:00,46.1,47.92,42.86
2021-01-10 07:45:00+01:00,2021-01-10 07:45:00,46.1,45.75,40.96
2021-01-10 08:00:00+01:00,2021-01-10 08:00:00,53.13,47.61,40.96
2021-01-10 08:15:00+01:00,2021-01-10 08:15:00,53.13,40.11,40.11
2021-01-10 08:30:00+01:00,2021-01-10 08:30:00,53.13,36.13,36.13
2021-01-10 08:45:00+01:00,2021-01-10 08:45:00,53.13,46.71,37.12
2021-01-10 09:00:00+01:00,2021-01-10 09:00:00,51.88,27.35,27.35
2021-01-10 09:15:00+01:00,2021-01-10 09:15:00,51.88,32.18,32.18
2021-01-10 09:30:00+01:00,2021-01-10 09:30:00,51.88,47.57,47.57
2021-01-10 09:45:00+01:00,2021-01-10 09:45:00,51.88,45.87,45.87
2021-01-10 10:00:00+01:00,2021-01-10 10:00:00,47.2,7.2,7.2
2021-01-10 10:15:00+01:00,2021-01-10 10:15:00,47.2,7.2,7.2
2021-01-10 10:30:00+01:00,2021-01-10 10:30:00,47.2,5.99,5.99
2021-01-10 10:45:00+01:00,2021-01-10 10:45:00,47.2,-22.68,-22.68
2021-01-10 11:00:00+01:00,2021-01-10 11:00:00,48.1,10.43,10.43
2021-01-10 11:15:00+01:00,2021-01-10 11:15:00,48.1,18.49,18.49
2021-01-10 11:30:00+01:00,2021-01-10 11:30:00,48.1,31.56,31.56
2021-01-10 11:45:00+01:00,2021-01-10 11:45:00,48.1,8.1,8.1
2021-01-10 12:00:00+01:00,2021-01-10 12:00:00,46.3,22.52,22.52
2021-01-10 12:15:00+01:00,2021-01-10 12:15:00,46.3,-18.7,-18.7
2021-01-10 12:30:00+01:00,2021-01-10 12:30:00,46.3,-13.86,-13.86
2021-01-10 12:45:00+01:00,2021-01-10 12:45:00,46.3,10.0,10.0
2021-01-10 13:00:00+01:00,2021-01-10 13:00:00,47.81,10.0,10.0
2021-01-10 13:15:00+01:00,2021-01-10 13:15:00,47.81,-41.63,-41.63
2021-01-10 13:30:00+01:00,2021-01-10 13:30:00,47.81,2.0,2.0
2021-01-10 13:45:00+01:00,2021-01-10 13:45:00,47.81,7.81,7.81
2021-01-10 14:00:00+01:00,2021-01-10 14:00:00,53.18,19.57,19.57
2021-01-10 14:15:00+01:00,2021-01-10 14:15:00,53.18,29.11,29.11
2021-01-10 14:30:00+01:00,2021-01-10 14:30:00,53.18,48.22,48.22
2021-01-10 14:45:00+01:00,2021-01-10 14:45:00,53.18,44.61,44.61
2021-01-10 15:00:00+01:00,2021-01-10 15:00:00,54.85,37.11,37.11
2021-01-10 15:15:00+01:00,2021-01-10 15:15:00,54.85,47.26,47.26
2021-01-10 15:30:00+01:00,2021-01-10 15:30:00,54.85,47.19,47.19
2021-01-10 15:45:00+01:00,2021-01-10 15:45:00,54.85,37.11,37.11
2021-01-10 16:00:00+01:00,2021-01-10 16:00:00,56.52,-30.29,-30.29
2021-01-10 16:15:00+01:00,2021-01-10 16:15:00,56.52,22.11,22.11
2021-01-10 16:30:00+01:00,2021-01-10 16:30:00,56.52,26.55,26.55
2021-01-10 16:45:00+01:00,2021-01-10 16:45:00,56.52,47.37,47.37
2021-01-10 17:00:00+01:00,2021-01-10 17:00:00,62.09,5.93,5.93
2021-01-10 17:15:00+01:00,2021-01-10 17:15:00,62.09,60.56,60.56
2021-01-10 17:30:00+01:00,2021-01-10 17:30:00,62.09,59.5,59.5
2021-01-10 17:45:00+01:00,2021-01-10 17:45:00,62.09,401.05,401.05
2021-01-10 18:00:00+01:00,2021-01-10 18:00:00,63.41,41.61,41.61
2021-01-10 18:15:00+01:00,2021-01-10 18:15:00,63.41,36.81,36.81
2021-01-10 18:30:00+01:00,2021-01-10 18:30:00,63.41,20.98,20.98
2021-01-10 18:45:00+01:00,2021-01-10 18:45:00,63.41,31.63,31.63
2021-01-10 19:00:00+01:00,2021-01-10 19:00:00,55.24,31.63,31.63
2021-01-10 19:15:00+01:00,2021-01-10 19:15:00,55.24,35.83,35.83
2021-01-10 19:30:00+01:00,2021-01-10 19:30:00,55.24,35.83,35.83
2021-01-10 19:45:00+01:00,2021-01-10 19:45:00,55.24,34.11,34.11
2021-01-10 20:00:00+01:00,2021-01-10 20:00:00,48.05,50.73,36.49
2021-01-10 20:15:00+01:00,2021-01-10 20:15:00,48.05,39.5,39.5
2021-01-10 20:30:00+01:00,2021-01-10 20:30:00,48.05,29.11,29.11
2021-01-10 20:45:00+01:00,2021-01-10 20:45:00,48.05,8.05,8.05
2021-01-10 21:00:00+01:00,2021-01-10 21:00:00,46.94,68.23,21.94
2021-01-10 21:15:00+01:00,2021-01-10 21:15:00,46.94,39.3,39.3
2021-01-10 21:30:00+01:00,2021-01-10 21:30:00,46.94,21.94,21.94
2021-01-10 21:45:00+01:00,2021-01-10 21:45:00,46.94,21.94,21.94
2021-01-10 22:00:00+01:00,2021-01-10 22:00:00,45.02,30.71,30.71
2021-01-10 22:15:00+01:00,2021-01-10 22:15:00,45.02,38.83,38.83
2021-01-10 22:30:00+01:00,2021-01-10 22:30:00,45.02,34.11,34.11
2021-01-10 22:45:00+01:00,2021-01-10 22:45:00,45.02,23.04,23.04
2021-01-10 23:00:00+01:00,2021-01-10 23:00:00,45.1,61.42,32.85
2021-01-10 23:15:00+01:00,2021-01-10 23:15:00,45.1,54.22,54.22
2021-01-10 23:30:00+01:00,2021-01-10 23:30:00,45.1,40.33,37.11
2021-01-10 23:45:00+01:00,2021-01-10 23:45:00,45.1,32.14,32.14
2021-01-11 00:00:00+01:00,2021-01-11 00:00:00,47.75,-54.83,-54.83
2021-01-11 00:15:00+01:00,2021-01-11 00:15:00,47.75,-88.92,-88.92
2021-01-11 00:30:00+01:00,2021-01-11 00:30:00,47.75,-122.25,-122.25
2021-01-11 00:45:00+01:00,2021-01-11 00:45:00,47.75,-51.47,-51.47
2021-01-11 01:00:00+01:00,2021-01-11 01:00:00,46.1,55.38,55.38
2021-01-11 01:15:00+01:00,2021-01-11 01:15:00,46.1,57.46,13.17
2021-01-11 01:30:00+01:00,2021-01-11 01:30:00,46.1,21.1,21.1
2021-01-11 01:45:00+01:00,2021-01-11 01:45:00,46.1,-23.61,-23.61
2021-01-11 02:00:00+01:00,2021-01-11 02:00:00,45.33,60.02,60.02
2021-01-11 02:15:00+01:00,2021-01-11 02:15:00,45.33,37.11,37.11
2021-01-11 02:30:00+01:00,2021-01-11 02:30:00,45.33,34.11,34.11
2021-01-11 02:45:00+01:00,2021-01-11 02:45:00,45.33,32.18,32.18
2021-01-11 03:00:00+01:00,2021-01-11 03:00:00,44.59,96.29,37.56
2021-01-11 03:15:00+01:00,2021-01-11 03:15:00,44.59,42.5,26.99
2021-01-11 03:30:00+01:00,2021-01-11 03:30:00,44.59,29.11,29.11
2021-01-11 03:45:00+01:00,2021-01-11 03:45:00,44.59,32.2,32.2
2021-01-11 04:00:00+01:00,2021-01-11 04:00:00,44.58,53.39,53.39
2021-01-11 04:15:00+01:00,2021-01-11 04:15:00,44.58,45.39,45.39
2021-01-11 04:30:00+01:00,2021-01-11 04:30:00,44.58,65.89,65.89
2021-01-11 04:45:00+01:00,2021-01-11 04:45:00,44.58,53.39,53.39
2021-01-11 05:00:00+01:00,2021-01-11 05:00:00,43.41,65.89,65.89
2021-01-11 05:15:00+01:00,2021-01-11 05:15:00,43.41,53.39,53.39
2021-01-11 05:30:00+01:00,2021-01-11 05:30:00,43.41,42.46,42.46
2021-01-11 05:45:00+01:00,2021-01-11 05:45:00,43.41,52.71,52.71
2021-01-11 06:00:00+01:00,2021-01-11 06:00:00,44.19,47.22,47.22
2021-01-11 06:15:00+01:00,2021-01-11 06:15:00,44.19,65.89,65.89
2021-01-11 06:30:00+01:00,2021-01-11 06:30:00,44.19,75.89,75.89
2021-01-11 06:45:00+01:00,2021-01-11 06:45:00,44.19,50.93,50.93
2021-01-11 07:00:00+01:00,2021-01-11 07:00:00,52.0,51.91,44.74
2021-01-11 07:15:00+01:00,2021-01-11 07:15:00,52.0,23.91,23.91
2021-01-11 07:30:00+01:00,2021-01-11 07:30:00,52.0,173.08,173.08
2021-01-11 07:45:00+01:00,2021-01-11 07:45:00,52.0,736.02,736.02
2021-01-11 08:00:00+01:00,2021-01-11 08:00:00,59.15,-13.02,-13.02
2021-01-11 08:15:00+01:00,2021-01-11 08:15:00,59.15,41.8,41.8
2021-01-11 08:30:00+01:00,2021-01-11 08:30:00,59.15,60.58,60.58
2021-01-11 08:45:00+01:00,2021-01-11 08:45:00,59.15,210.58,210.58
2021-01-11 09:00:00+01:00,2021-01-11 09:00:00,59.19,126.3,126.3
2021-01-11 09:15:00+01:00,2021-01-11 09:15:00,59.19,62.0,62.0
2021-01-11 09:30:00+01:00,2021-01-11 09:30:00,59.19,45.49,45.49
2021-01-11 09:45:00+01:00,2021-01-11 09:45:00,59.19,43.24,43.24
2021-01-11 10:00:00+01:00,2021-01-11 10:00:00,52.0,274.7,43.73
2021-01-11 10:15:00+01:00,2021-01-11 10:15:00,52.0,210.58,210.58
2021-01-11 10:30:00+01:00,2021-01-11 10:30:00,52.0,336.47,336.47
2021-01-11 10:45:00+01:00,2021-01-11 10:45:00,52.0,55.58,39.73
2021-01-11 11:00:00+01:00,2021-01-11 11:00:00,46.12,283.52,283.52
2021-01-11 11:15:00+01:00,2021-01-11 11:15:00,46.12,90.66,90.66
2021-01-11 11:30:00+01:00,2021-01-11 11:30:00,46.12,67.96,67.96
2021-01-11 11:45:00+01:00,2021-01-11 11:45:00,46.12,33.72,33.72
2021-01-11 12:00:00+01:00,2021-01-11 12:00:00,45.6,14.0,14.0
2021-01-11 12:15:00+01:00,2021-01-11 12:15:00,45.6,6.37,6.37
2021-01-11 12:30:00+01:00,2021-01-11 12:30:00,45.6,31.24,31.24
2021-01-11 12:45:00+01:00,2021-01-11 12:45:00,45.6,22.18,22.18
2021-01-11 13:00:00+01:00,2021-01-11 13:00:00,45.1,68.51,32.18
2021-01-11 13:15:00+01:00,2021-01-11 13:15:00,45.1,48.41,48.41
2021-01-11 13:30:00+01:00,2021-01-11 13:30:00,45.1,48.41,48.41
2021-01-11 13:45:00+01:00,2021-01-11 13:45:00,45.1,58.39,40.94
2021-01-11 14:00:00+01:00,2021-01-11 14:00:00,45.9,34.04,34.04
2021-01-11 14:15:00+01:00,2021-01-11 14:15:00,45.9,48.4,48.4
2021-01-11 14:30:00+01:00,2021-01-11 14:30:00,45.9,34.13,34.13
2021-01-11 14:45:00+01:00,2021-01-11 14:45:00,45.9,38.71,38.71
2021-01-11 15:00:00+01:00,2021-01-11 15:00:00,45.07,29.69,29.69
2021-01-11 15:15:00+01:00,2021-01-11 15:15:00,45.07,34.13,34.13
2021-01-11 15:30:00+01:00,2021-01-11 15:30:00,45.07,29.69,29.69
2021-01-11 15:45:00+01:00,2021-01-11 15:45:00,45.07,37.41,37.41
2021-01-11 16:00:00+01:00,2021-01-11 16:00:00,45.9,30.63,30.63
2021-01-11 16:15:00+01:00,2021-01-11 16:15:00,45.9,20.9,20.9
2021-01-11 16:30:00+01:00,2021-01-11 16:30:00,45.9,34.24,34.24
2021-01-11 16:45:00+01:00,2021-01-11 16:45:00,45.9,38.64,38.64
2021-01-11 17:00:00+01:00,2021-01-11 17:00:00,52.0,22.13,22.13
2021-01-11 17:15:00+01:00,2021-01-11 17:15:00,52.0,210.58,42.93
2021-01-11 17:30:00+01:00,2021-01-11 17:30:00,52.0,17.97,17.97
2021-01-11 17:45:00+01:00,2021-01-11 17:45:00,52.0,-7.77,-7.77
2021-01-11 18:00:00+01:00,2021-01-11 18:00:00,44.35,164.21,-65.65
2021-01-11 18:15:00+01:00,2021-01-11 18:15:00,44.35,25.66,25.66
2021-01-11 18:30:00+01:00,2021-01-11 18:30:00,44.35,0.9,0.9
2021-01-11 18:45:00+01:00,2021-01-11 18:45:00,44.35,15.0,15.0
2021-01-11 19:00:00+01:00,2021-01-11 19:00:00,40.5,53.59,0.5
2021-01-11 19:15:00+01:00,2021-01-11 19:15:00,40.5,63.38,-38.74
2021-01-11 19:30:00+01:00,2021-01-11 19:30:00,40.5,-35.06,-35.06
2021-01-11 19:45:00+01:00,2021-01-11 19:45:00,40.5,28.89,28.89
2021-01-11 20:00:00+01:00,2021-01-11 20:00:00,38.34,13.34,13.34
2021-01-11 20:15:00+01:00,2021-01-11 20:15:00,38.34,-11.21,-11.21
2021-01-11 20:30:00+01:00,2021-01-11 20:30:00,38.34,-25.06,-25.06
2021-01-11 20:45:00+01:00,2021-01-11 20:45:00,38.34,-8.92,-8.92
2021-01-11 21:00:00+01:00,2021-01-11 21:00:00,45.1,235.1,235.1
2021-01-11 21:15:00+01:00,2021-01-11 21:15:00,45.1,55.47,55.47
2021-01-11 21:30:00+01:00,2021-01-11 21:30:00,45.1,32.72,32.72
2021-01-11 21:45:00+01:00,2021-01-11 21:45:00,45.1,29.13,29.13
2021-01-11 22:00:00+01:00,2021-01-11 22:00:00,34.31,17.2,17.2
2021-01-11 22:15:00+01:00,2021-01-11 22:15:00,34.31,15.0,15.0
2021-01-11 22:30:00+01:00,2021-01-11 22:30:00,34.31,-23.88,-23.88
2021-01-11 22:45:00+01:00,2021-01-11 22:45:00,34.31,-81.79,-81.79
2021-01-11 23:00:00+01:00,2021-01-11 23:00:00,27.39,76.46,-8.73
2021-01-11 23:15:00+01:00,2021-01-11 23:15:00,27.39,-41.44,-41.44
2021-01-11 23:30:00+01:00,2021-01-11 23:30:00,27.39,-23.52,-23.52
2021-01-11 23:45:00+01:00,2021-01-11 23:45:00,27.39,-68.86,-68.86
2021-01-12 00:00:00+01:00,2021-01-12 00:00:00,24.43,92.13,-13.62
2021-01-12 00:15:00+01:00,2021-01-12 00:15:00,24.43,157.88,157.88
2021-01-12 00:30:00+01:00,2021-01-12 00:30:00,24.43,44.69,44.69
2021-01-12 00:45:00+01:00,2021-01-12 00:45:00,24.43,-12.56,-12.56
2021-01-12 01:00:00+01:00,2021-01-12 01:00:00,24.61,42.59,42.59
2021-01-12 01:15:00+01:00,2021-01-12 01:15:00,24.61,61.84,39.39
2021-01-12 01:30:00+01:00,2021-01-12 01:30:00,24.61,85.45,85.45
2021-01-12 01:45:00+01:00,2021-01-12 01:45:00,24.61,44.28,44.28
2021-01-12 02:00:00+01:00,2021-01-12 02:00:00,19.51,44.59,36.4
2021-01-12 02:15:00+01:00,2021-01-12 02:15:00,19.51,47.11,47.11
2021-01-12 02:30:00+01:00,2021-01-12 02:30:00,19.51,47.11,47.11
2021-01-12 02:45:00+01:00,2021-01-12 02:45:00,19.51,47.95,47.95
2021-01-12 03:00:00+01:00,2021-01-12 03:00:00,24.38,20.33,20.33
2021-01-12 03:15:00+01:00,2021-01-12 03:15:00,24.38,39.39,39.39
2021-01-12 03:30:00+01:00,2021-01-12 03:30:00,24.38,34.85,34.85
2021-01-12 03:45:00+01:00,2021-01-12 03:45:00,24.38,39.15,39.15
2021-01-12 04:00:00+01:00,2021-01-12 04:00:00,27.16,-19.92,-19.92
2021-01-12 04:15:00+01:00,2021-01-12 04:15:00,27.16,31.09,31.09
2021-01-12 04:30:00+01:00,2021-01-12 04:30:00,27.16,44.5,44.5
2021-01-12 04:45:00+01:00,2021-01-12 04:45:00,27.16,10.0,10.0
2021-01-12 05:00:00+01:00,2021-01-12 05:00:00,36.18,-14.7,-14.7
2021-01-12 05:15:00+01:00,2021-01-12 05:15:00,36.18,30.99,30.99
2021-01-12 05:30:00+01:00,2021-01-12 05:30:00,36.18,42.34,42.34
2021-01-12 05:45:00+01:00,2021-01-12 05:45:00,36.18,42.24,42.24
2021-01-12 06:00:00+01:00,2021-01-12 06:00:00,47.7,54.72,54.72
2021-01-12 06:15:00+01:00,2021-01-12 06:15:00,47.7,52.22,52.22
2021-01-12 06:30:00+01:00,2021-01-12 06:30:00,47.7,85.45,85.45
2021-01-12 06:45:00+01:00,2021-01-12 06:45:00,47.7,94.53,45.1
2021-01-12 07:00:00+01:00,2021-01-12 07:00:00,60.0,-140.0,-140.0
2021-01-12 07:15:00+01:00,2021-01-12 07:15:00,60.0,32.33,32.33
2021-01-12 07:30:00+01:00,2021-01-12 07:30:00,60.0,110.41,110.41
2021-01-12 07:45:00+01:00,2021-01-12 07:45:00,60.0,282.97,44.93
2021-01-12 08:00:00+01:00,2021-01-12 08:00:00,62.65,-54.87,-54.87
2021-01-12 08:15:00+01:00,2021-01-12 08:15:00,62.65,45.2,45.2
2021-01-12 08:30:00+01:00,2021-01-12 08:30:00,62.65,40.07,40.07
2021-01-12 08:45:00+01:00,2021-01-12 08:45:00,62.65,51.17,51.17
2021-01-12 09:00:00+01:00,2021-01-12 09:00:00,83.13,46.0,43.82
2021-01-12 09:15:00+01:00,2021-01-12 09:15:00,83.13,51.49,51.49
2021-01-12 09:30:00+01:00,2021-01-12 09:30:00,83.13,49.85,49.85
2021-01-12 09:45:00+01:00,2021-01-12 09:45:00,83.13,51.53,38.68
2021-01-12 10:00:00+01:00,2021-01-12 10:00:00,71.0,282.97,282.97
2021-01-12 10:15:00+01:00,2021-01-12 10:15:00,71.0,282.97,282.97
2021-01-12 10:30:00+01:00,2021-01-12 10:30:00,71.0,53.44,53.44
2021-01-12 10:45:00+01:00,2021-01-12 10:45:00,71.0,49.46,44.28
2021-01-12 11:00:00+01:00,2021-01-12 11:00:00,57.17,282.97,282.97
2021-01-12 11:15:00+01:00,2021-01-12 11:15:00,57.17,112.87,16.0
2021-01-12 11:30:00+01:00,2021-01-12 11:30:00,57.17,-91.81,-91.81
2021-01-12 11:45:00+01:00,2021-01-12 11:45:00,57.17,-91.29,-91.29
2021-01-12 12:00:00+01:00,2021-01-12 12:00:00,58.39,198.93,198.93
2021-01-12 12:15:00+01:00,2021-01-12 12:15:00,58.39,9.54,9.54
2021-01-12 12:30:00+01:00,2021-01-12 12:30:00,58.39,-42.4,-42.4
2021-01-12 12:45:00+01:00,2021-01-12 12:45:00,58.39,-97.52,-97.52
2021-01-12 13:00:00+01:00,2021-01-12 13:00:00,53.39,13.33,13.33
2021-01-12 13:15:00+01:00,2021-01-12 13:15:00,53.39,-5.33,-5.33
2021-01-12 13:30:00+01:00,2021-01-12 13:30:00,53.39,26.03,26.03
2021-01-12 13:45:00+01:00,2021-01-12 13:45:00,53.39,41.6,41.6
2021-01-12 14:00:00+01:00,2021-01-12 14:00:00,49.63,31.12,31.12
2021-01-12 14:15:00+01:00,2021-01-12 14:15:00,49.63,49.25,36.78
2021-01-12 14:30:00+01:00,2021-01-12 14:30:00,49.63,52.61,52.61
2021-01-12 14:45:00+01:00,2021-01-12 14:45:00,49.63,52.61,52.61
2021-01-12 15:00:00+01:00,2021-01-12 15:00:00,53.73,13.73,13.73
2021-01-12 15:15:00+01:00,2021-01-12 15:15:00,53.73,52.13,52.13
2021-01-12 15:30:00+01:00,2021-01-12 15:30:00,53.73,104.36,104.36
2021-01-12 15:45:00+01:00,2021-01-12 15:45:00,53.73,282.97,282.97
2021-01-12 16:00:00+01:00,2021-01-12 16:00:00,68.02,63.46,63.46
2021-01-12 16:15:00+01:00,2021-01-12 16:15:00,68.02,41.68,41.68
2021-01-12 16:30:00+01:00,2021-01-12 16:30:00,68.02,40.7,40.7
2021-01-12 16:45:00+01:00,2021-01-12 16:45:00,68.02,51.68,51.68
2021-01-12 17:00:00+01:00,2021-01-12 17:00:00,87.19,42.56,42.56
2021-01-12 17:15:00+01:00,2021-01-12 17:15:00,87.19,53.72,53.72
2021-01-12 17:30:00+01:00,2021-01-12 17:30:00,87.19,104.37,104.37
2021-01-12 17:45:00+01:00,2021-01-12 17:45:00,87.19,282.97,282.97
2021-01-12 18:00:00+01:00,2021-01-12 18:00:00,62.4,282.97,282.97
2021-01-12 18:15:00+01:00,2021-01-12 18:15:00,62.4,40.75,40.75
2021-01-12 18:30:00+01:00,2021-01-12 18:30:00,62.4,37.4,37.4
2021-01-12 18:45:00+01:00,2021-01-12 18:45:00,62.4,57.13,43.79
2021-01-12 19:00:00+01:00,2021-01-12 19:00:00,53.3,54.16,42.56
2021-01-12 19:15:00+01:00,2021-01-12 19:15:00,53.3,38.16,38.16
2021-01-12 19:30:00+01:00,2021-01-12 19:30:00,53.3,246.99,246.99
2021-01-12 19:45:00+01:00,2021-01-12 19:45:00,53.3,220.82,220.82
2021-01-12 20:00:00+01:00,2021-01-12 20:00:00,53.3,233.91,233.91
2021-01-12 20:15:00+01:00,2021-01-12 20:15:00,53.3,72.28,72.28
2021-01-12 20:30:00+01:00,2021-01-12 20:30:00,53.3,66.08,66.08
2021-01-12 20:45:00+01:00,2021-01-12 20:45:00,53.3,46.72,46.72
2021-01-12 21:00:00+01:00,2021-01-12 21:00:00,54.4,282.97,282.97
