time,mid_price,max_price,min_price
2020-10-04 08:00:00+00:00,26.62,20.3,20.3
2020-10-04 08:15:00+00:00,26.63,32.3,25.82
2020-10-04 08:30:00+00:00,27.48,15.37,15.37
2020-10-04 08:45:00+00:00,27.49,1.3,1.3
2020-10-04 09:00:00+00:00,27.49,16.3,16.3
2020-10-04 09:15:00+00:00,27.51,190.36,190.36
2020-10-04 09:30:00+00:00,27.53,27.0,24.3
2020-10-04 09:45:00+00:00,27.51,25.06,25.06
2020-10-04 10:00:00+00:00,26.94,23.99,23.99
2020-10-04 10:15:00+00:00,26.94,231.83,231.83
2020-10-04 10:30:00+00:00,27.49,-40.0,-40.0
2020-10-04 10:45:00+00:00,27.51,1.3,1.3
2020-10-04 11:00:00+00:00,26.94,-90.6,-90.6
2020-10-04 11:15:00+00:00,26.93,1.3,1.3
2020-10-04 11:30:00+00:00,26.94,-14.77,-14.77
2020-10-04 11:45:00+00:00,26.94,-72.75,-72.75
2020-10-04 12:00:00+00:00,26.35,-66.74,-66.74
2020-10-04 12:15:00+00:00,26.0,-57.53,-57.53
2020-10-04 12:30:00+00:00,26.0,-19.81,-19.81
2020-10-04 12:45:00+00:00,26.01,5.54,5.54
2020-10-04 13:00:00+00:00,25.95,-9.53,-9.53
2020-10-04 13:15:00+00:00,25.93,-60.86,-60.86
2020-10-04 13:30:00+00:00,25.91,-8.71,-8.71
2020-10-04 13:45:00+00:00,25.89,-8.93,-8.93
2020-10-04 14:00:00+00:00,27.04,14.0,14.0
2020-10-04 14:15:00+00:00,25.93,-138.0,-138.0
2020-10-04 14:30:00+00:00,13.18,-95.21,-95.21
2020-10-04 14:45:00+00:00,13.18,5.54,5.54
2020-10-04 15:00:00+00:00,13.19,13.18,13.18
2020-10-04 15:15:00+00:00,27.04,-40.0,-40.0
2020-10-04 15:30:00+00:00,13.18,20.3,20.3
2020-10-04 15:45:00+00:00,13.19,13.18,13.18
2020-10-04 16:00:00+00:00,14.05,32.3,32.3
2020-10-04 16:15:00+00:00,14.05,28.95,1.3
2020-10-04 16:30:00+00:00,26.05,1.3,1.3
2020-10-04 16:45:00+00:00,14.0,20.3,20.3
2020-10-04 17:00:00+00:00,14.05,34.89,34.89
2020-10-04 17:15:00+00:00,14.0,33.18,25.84
2020-10-04 17:30:00+00:00,13.99,25.86,25.86
2020-10-04 17:45:00+00:00,13.96,13.99,13.99
2020-10-04 18:00:00+00:00,13.18,13.96,13.96
2020-10-04 18:15:00+00:00,14.75,24.4,24.4
2020-10-04 18:30:00+00:00,14.77,20.3,20.3
2020-10-04 18:45:00+00:00,14.81,-32.02,-32.02
2020-10-04 19:00:00+00:00,14.73,20.3,20.3
2020-10-04 19:15:00+00:00,14.76,47.17,24.3
2020-10-04 19:30:00+00:00,14.76,29.18,29.18
2020-10-04 19:45:00+00:00,14.77,26.41,26.41
2020-10-04 20:00:00+00:00,13.19,5.0,5.0
2020-10-04 20:15:00+00:00,13.18,28.77,20.3
2020-10-04 20:30:00+00:00,13.18,28.77,28.77
2020-10-04 20:45:00+00:00,13.97,13.18,13.18
2020-10-04 21:00:00+00:00,13.19,24.3,24.3
2020-10-04 21:15:00+00:00,13.18,28.43,26.37
2020-10-04 21:30:00+00:00,13.96,28.43,28.43
2020-10-04 21:45:00+00:00,14.0,13.96,13.96
2020-10-04 22:00:00+00:00,28.3,26.43,26.43
2020-10-04 22:15:00+00:00,28.34,20.3,20.3
2020-10-04 22:30:00+00:00,27.62,28.38,28.38
2020-10-04 22:45:00+00:00,13.5,1.48,1.48
2020-10-04 23:00:00+00:00,13.1,-9.08,-9.08
2020-10-04 23:15:00+00:00,13.1,20.3,20.3
2020-10-04 23:30:00+00:00,13.12,24.3,24.3
2020-10-04 23:45:00+00:00,13.14,17.24,17.24
2020-10-05 00:00:00+00:00,12.15,1.48,1.48
2020-10-05 00:15:00+00:00,12.15,28.27,16.0
2020-10-05 00:30:00+00:00,12.81,28.27,28.27
2020-10-05 00:45:00+00:00,12.83,20.3,20.3
2020-10-05 01:00:00+00:00,12.15,20.3,20.3
2020-10-05 01:15:00+00:00,12.15,24.3,24.3
2020-10-05 01:30:00+00:00,12.81,24.3,24.3
2020-10-05 01:45:00+00:00,26.95,25.61,25.61
2020-10-05 02:00:00+00:00,12.15,25.6,25.6
2020-10-05 02:15:00+00:00,26.29,20.3,20.3
2020-10-05 02:30:00+00:00,26.29,24.3,24.3
2020-10-05 02:45:00+00:00,26.29,24.3,24.3
2020-10-05 03:00:00+00:00,27.6,26.29,26.29
2020-10-05 03:15:00+00:00,12.15,27.6,27.6
2020-10-05 03:30:00+00:00,26.29,20.3,20.3
2020-10-05 03:45:00+00:00,26.29,26.29,26.29
2020-10-05 04:00:00+00:00,28.53,26.29,26.29
2020-10-05 04:15:00+00:00,28.48,28.53,28.53
2020-10-05 04:30:00+00:00,28.48,28.48,28.48
2020-10-05 04:45:00+00:00,28.47,28.48,28.48
2020-10-05 05:00:00+00:00,28.53,28.47,28.47
2020-10-05 05:15:00+00:00,28.53,26.14,26.14
2020-10-05 05:30:00+00:00,28.48,26.14,26.14
2020-10-05 05:45:00+00:00,28.47,28.48,28.48
2020-10-05 06:00:00+00:00,29.31,28.67,28.67
2020-10-05 06:15:00+00:00,31.84,28.67,26.14
2020-10-05 06:30:00+00:00,31.84,31.84,31.84
2020-10-05 06:45:00+00:00,29.5,33.77,33.77
2020-10-05 07:00:00+00:00,31.0,251.47,251.47
2020-10-05 07:15:00+00:00,31.0,35.07,35.07
2020-10-05 07:30:00+00:00,31.0,27.64,27.64
2020-10-05 07:45:00+00:00,31.0,25.77,25.77
2020-10-05 08:00:00+00:00,31.0,2.64,2.64
2020-10-05 08:15:00+00:00,31.0,-28.77,-28.77
2020-10-05 08:30:00+00:00,27.5,4.0,4.0
2020-10-05 08:45:00+00:00,27.5,20.89,20.89
2020-10-05 09:00:00+00:00,31.84,2.77,2.77
2020-10-05 09:15:00+00:00,31.84,251.47,251.47
2020-10-05 09:30:00+00:00,31.84,27.64,27.64
2020-10-05 09:45:00+00:00,27.5,26.64,26.64
2020-10-05 10:00:00+00:00,28.0,28.18,28.18
2020-10-05 10:15:00+00:00,28.0,-47.62,-47.62
2020-10-05 10:30:00+00:00,28.0,15.73,15.73
2020-10-05 10:45:00+00:00,28.0,2.56,2.56
2020-10-05 11:00:00+00:00,31.84,12.34,12.34
2020-10-05 11:15:00+00:00,31.84,-8.07,-8.07
2020-10-05 11:30:00+00:00,31.84,31.84,31.84
2020-10-05 11:45:00+00:00,31.84,24.67,24.67
2020-10-05 12:00:00+00:00,31.84,33.79,35.0
2020-10-05 12:15:00+00:00,31.84,33.77,29.19
2020-10-05 12:30:00+00:00,31.84,21.17,21.17
2020-10-05 12:45:00+00:00,28.0,21.17,21.17
2020-10-05 13:00:00+00:00,27.5,15.26,15.26
2020-10-05 13:15:00+00:00,27.5,28.82,21.77
2020-10-05 13:30:00+00:00,27.5,26.96,26.96
2020-10-05 13:45:00+00:00,31.84,26.22,26.22
2020-10-05 14:00:00+00:00,28.0,25.77,25.77
2020-10-05 14:15:00+00:00,28.5,26.14,26.14
2020-10-05 14:30:00+00:00,27.5,-90.37,-90.37
2020-10-05 14:45:00+00:00,27.5,28.85,23.18
2020-10-05 15:00:00+00:00,31.84,32.21,32.21
2020-10-05 15:15:00+00:00,31.84,21.77,21.77
2020-10-05 15:30:00+00:00,31.0,33.0,33.0
2020-10-05 15:45:00+00:00,30.5,31.0,31.0
2020-10-05 16:00:00+00:00,30.5,36.91,36.91
2020-10-05 16:15:00+00:00,30.5,28.67,28.67
2020-10-05 16:30:00+00:00,30.5,30.5,30.5
2020-10-05 16:45:00+00:00,30.5,30.83,30.83
2020-10-05 17:00:00+00:00,30.5,32.33,32.33
2020-10-05 17:15:00+00:00,30.5,17.77,17.77
2020-10-05 17:30:00+00:00,30.5,26.64,26.64
2020-10-05 17:45:00+00:00,17.5,18.68,18.68
2020-10-05 18:00:00+00:00,30.5,17.77,17.77
2020-10-05 18:15:00+00:00,30.5,-4.03,-4.03
2020-10-05 18:30:00+00:00,30.5,-38.15,-38.15
2020-10-05 18:45:00+00:00,31.84,-51.39,-51.39
2020-10-05 19:00:00+00:00,31.83,-36.5,-36.5
2020-10-05 19:15:00+00:00,17.5,28.65,-37.65
2020-10-05 19:30:00+00:00,31.84,-140.0,-140.0
2020-10-05 19:45:00+00:00,31.84,-96.57,-96.57
2020-10-05 20:00:00+00:00,17.5,-75.97,-75.97
2020-10-05 20:15:00+00:00,17.5,61.19,61.19
2020-10-05 20:30:00+00:00,17.5,28.57,20.59
2020-10-05 20:45:00+00:00,17.5,-24.34,-24.34
2020-10-05 21:00:00+00:00,17.5,-108.41,-108.41
2020-10-05 21:15:00+00:00,17.5,28.67,-24.04
2020-10-05 21:30:00+00:00,17.5,-79.96,-79.96
2020-10-05 21:45:00+00:00,17.5,-43.23,-43.23
2020-10-05 22:00:00+00:00,28.61,-20.47,-20.47
2020-10-05 22:15:00+00:00,28.67,51.03,-28.14
2020-10-05 22:30:00+00:00,26.77,105.76,18.39
2020-10-05 22:45:00+00:00,12.21,-7.07,-7.07
2020-10-05 23:00:00+00:00,12.21,-19.21,-19.21
2020-10-05 23:15:00+00:00,13.97,29.25,24.25
2020-10-05 23:30:00+00:00,12.21,29.07,29.07
2020-10-05 23:45:00+00:00,12.21,29.0,29.0
2020-10-06 00:00:00+00:00,12.21,29.0,29.0
2020-10-06 00:15:00+00:00,12.21,35.73,35.73
2020-10-06 00:30:00+00:00,26.76,29.31,19.39
2020-10-06 00:45:00+00:00,12.21,19.42,19.42
2020-10-06 01:00:00+00:00,12.21,12.21,12.21
2020-10-06 01:15:00+00:00,12.21,8.0,8.0
2020-10-06 01:30:00+00:00,12.21,1.25,1.25
2020-10-06 01:45:00+00:00,12.21,-8.6,-8.6
2020-10-06 02:00:00+00:00,12.21,-7.0,-7.0
2020-10-06 02:15:00+00:00,12.21,12.8,12.8
2020-10-06 02:30:00+00:00,12.21,-11.69,-11.69
2020-10-06 02:45:00+00:00,26.74,19.16,19.16
2020-10-06 03:00:00+00:00,28.56,26.74,26.74
2020-10-06 03:15:00+00:00,28.58,28.56,28.56
2020-10-06 03:30:00+00:00,29.35,29.12,28.04
2020-10-06 03:45:00+00:00,28.72,38.93,38.93
2020-10-06 04:00:00+00:00,29.09,46.12,46.12
2020-10-06 04:15:00+00:00,28.99,26.5,26.5
2020-10-06 04:30:00+00:00,27.29,-46.26,-46.26
2020-10-06 04:45:00+00:00,28.18,28.35,28.35
2020-10-06 05:00:00+00:00,29.42,28.18,28.18
2020-10-06 05:15:00+00:00,28.5,-39.93,-39.93
2020-10-06 05:30:00+00:00,28.35,25.37,25.37
2020-10-06 05:45:00+00:00,29.05,28.35,28.35
2020-10-06 06:00:00+00:00,29.23,29.05,29.05
2020-10-06 06:15:00+00:00,29.22,27.17,27.17
2020-10-06 06:30:00+00:00,29.22,29.22,29.22
2020-10-06 06:45:00+00:00,29.22,29.22,29.22
2020-10-06 07:00:00+00:00,29.23,29.22,29.22
2020-10-06 07:15:00+00:00,29.21,29.23,29.23
2020-10-06 07:30:00+00:00,29.22,29.21,29.21
2020-10-06 07:45:00+00:00,29.22,26.0,26.0
2020-10-06 08:00:00+00:00,28.93,18.0,18.0
2020-10-06 08:15:00+00:00,29.16,34.01,21.1
2020-10-06 08:30:00+00:00,29.26,31.15,26.0
2020-10-06 08:45:00+00:00,28.4,27.94,27.94
2020-10-06 09:00:00+00:00,28.39,25.83,25.83
2020-10-06 09:15:00+00:00,28.38,252.25,252.25
2020-10-06 09:30:00+00:00,28.4,60.15,28.75
2020-10-06 09:45:00+00:00,28.36,26.0,26.0
2020-10-06 10:00:00+00:00,31.5,26.0,26.0
2020-10-06 10:15:00+00:00,31.5,22.0,22.0
2020-10-06 10:30:00+00:00,31.5,23.5,23.5
2020-10-06 10:45:00+00:00,31.5,8.0,8.0
2020-10-06 11:00:00+00:00,31.5,12.54,12.54
2020-10-06 11:15:00+00:00,32.15,36.83,22.0
2020-10-06 11:30:00+00:00,34.0,18.0,18.0
2020-10-06 11:45:00+00:00,34.0,5.68,5.68
2020-10-06 12:00:00+00:00,31.5,-37.0,-37.0
2020-10-06 12:15:00+00:00,32.01,5.72,5.72
2020-10-06 12:30:00+00:00,32.01,-1.4,-1.4
2020-10-06 12:45:00+00:00,32.01,-13.9,-13.9
2020-10-06 13:00:00+00:00,32.06,-71.7,-71.7
2020-10-06 13:15:00+00:00,32.05,-50.07,-50.07
2020-10-06 13:30:00+00:00,32.01,-12.47,-12.47
2020-10-06 13:45:00+00:00,32.08,23.6,23.6
2020-10-06 14:00:00+00:00,34.0,32.08,32.08
2020-10-06 14:15:00+00:00,32.07,26.86,26.86
2020-10-06 14:30:00+00:00,32.07,16.39,16.39
2020-10-06 14:45:00+00:00,32.07,31.39,8.0
2020-10-06 15:00:00+00:00,34.0,68.33,68.33
2020-10-06 15:15:00+00:00,32.35,33.0,17.57
2020-10-06 15:30:00+00:00,31.5,26.0,26.0
2020-10-06 15:45:00+00:00,31.5,33.0,33.0
2020-10-06 16:00:00+00:00,31.5,33.34,33.34
2020-10-06 16:15:00+00:00,31.5,22.0,22.0
2020-10-06 16:30:00+00:00,31.5,26.0,26.0
2020-10-06 16:45:00+00:00,31.5,34.0,34.0
2020-10-06 17:00:00+00:00,31.5,35.0,35.0
2020-10-06 17:15:00+00:00,31.5,26.0,26.0
2020-10-06 17:30:00+00:00,31.5,32.74,28.61
2020-10-06 17:45:00+00:00,32.37,32.47,32.47
2020-10-06 18:00:00+00:00,32.2,32.37,32.37
2020-10-06 18:15:00+00:00,31.5,47.57,47.57
2020-10-06 18:30:00+00:00,31.5,31.5,31.5
2020-10-06 18:45:00+00:00,17.5,46.22,46.22
2020-10-06 19:00:00+00:00,31.5,17.5,17.5
2020-10-06 19:15:00+00:00,17.5,252.25,252.25
2020-10-06 19:30:00+00:00,17.5,38.22,38.22
2020-10-06 19:45:00+00:00,17.5,25.34,25.34
2020-10-06 20:00:00+00:00,17.5,11.29,11.29
2020-10-06 20:15:00+00:00,17.5,29.22,8.0
2020-10-06 20:30:00+00:00,31.5,29.22,26.0
2020-10-06 20:45:00+00:00,17.5,26.0,26.0
2020-10-06 21:00:00+00:00,17.5,26.0,26.0
2020-10-06 21:15:00+00:00,17.5,29.75,34.0
2020-10-06 21:30:00+00:00,17.5,29.05,29.05
2020-10-06 21:45:00+00:00,32.0,23.63,23.63
2020-10-06 22:00:00+00:00,29.19,23.63,23.63
2020-10-06 22:15:00+00:00,29.17,17.91,17.91
2020-10-06 22:30:00+00:00,29.19,27.91,27.91
2020-10-06 22:45:00+00:00,14.87,29.73,29.73
2020-10-06 23:00:00+00:00,14.86,29.73,29.73
2020-10-06 23:15:00+00:00,14.86,26.0,26.0
2020-10-06 23:30:00+00:00,14.86,14.25,14.25
2020-10-06 23:45:00+00:00,14.86,30.39,23.61
2020-10-07 00:00:00+00:00,14.87,14.86,14.86
2020-10-07 00:15:00+00:00,14.87,30.31,30.31
2020-10-07 00:30:00+00:00,14.87,30.39,30.39
2020-10-07 00:45:00+00:00,14.87,14.87,14.87
2020-10-07 01:00:00+00:00,14.87,26.39,26.39
2020-10-07 01:15:00+00:00,14.87,29.72,29.72
2020-10-07 01:30:00+00:00,14.87,30.39,30.39
2020-10-07 01:45:00+00:00,14.87,34.39,34.39
2020-10-07 02:00:00+00:00,14.87,28.58,28.58
2020-10-07 02:15:00+00:00,14.87,28.58,28.58
2020-10-07 02:30:00+00:00,14.87,30.27,30.27
2020-10-07 02:45:00+00:00,14.87,30.39,30.39
2020-10-07 03:00:00+00:00,14.87,30.39,30.39
2020-10-07 03:15:00+00:00,14.87,30.14,30.14
2020-10-07 03:30:00+00:00,14.87,27.5,27.5
2020-10-07 03:45:00+00:00,14.87,22.43,22.43
2020-10-07 04:00:00+00:00,14.64,14.87,14.87
2020-10-07 04:15:00+00:00,28.9,14.64,14.64
2020-10-07 04:30:00+00:00,29.12,23.37,23.37
2020-10-07 04:45:00+00:00,28.9,29.57,22.22
2020-10-07 05:00:00+00:00,29.75,34.22,34.22
2020-10-07 05:15:00+00:00,29.29,-3.99,-3.99
2020-10-07 05:30:00+00:00,28.64,29.31,-69.68
2020-10-07 05:45:00+00:00,28.64,30.22,30.22
2020-10-07 06:00:00+00:00,26.63,31.48,31.48
2020-10-07 06:15:00+00:00,28.63,24.0,24.0
2020-10-07 06:30:00+00:00,28.63,29.67,29.67
2020-10-07 06:45:00+00:00,28.63,34.22,34.22
2020-10-07 07:00:00+00:00,28.63,29.56,29.56
2020-10-07 07:15:00+00:00,27.13,34.22,34.22
2020-10-07 07:30:00+00:00,27.13,30.22,30.22
2020-10-07 07:45:00+00:00,27.13,25.0,25.0
2020-10-07 08:00:00+00:00,27.13,24.61,24.61
2020-10-07 08:15:00+00:00,27.13,29.95,26.26
2020-10-07 08:30:00+00:00,27.13,26.22,26.22
2020-10-07 08:45:00+00:00,27.13,26.18,26.18
2020-10-07 09:00:00+00:00,27.13,22.71,22.71
2020-10-07 09:15:00+00:00,27.13,44.05,44.05
2020-10-07 09:30:00+00:00,27.13,31.31,31.31
2020-10-07 09:45:00+00:00,27.13,28.0,28.0
2020-10-07 10:00:00+00:00,28.63,27.13,27.13
2020-10-07 10:15:00+00:00,28.63,219.6,219.6
2020-10-07 10:30:00+00:00,28.63,38.22,38.22
2020-10-07 10:45:00+00:00,28.63,28.63,28.63
2020-10-07 11:00:00+00:00,28.63,28.9,28.9
2020-10-07 11:15:00+00:00,28.63,28.63,28.63
2020-10-07 11:30:00+00:00,31.5,25.74,25.74
2020-10-07 11:45:00+00:00,31.5,22.62,22.62
2020-10-07 12:00:00+00:00,31.5,18.22,18.22
2020-10-07 12:15:00+00:00,31.5,8.0,8.0
2020-10-07 12:30:00+00:00,31.5,6.0,6.0
2020-10-07 12:45:00+00:00,31.83,-0.59,-0.59
2020-10-07 13:00:00+00:00,32.61,-1.87,-1.87
2020-10-07 13:15:00+00:00,32.61,25.81,25.81
2020-10-07 13:30:00+00:00,31.84,22.22,22.22
2020-10-07 13:45:00+00:00,31.82,26.68,26.68
2020-10-07 14:00:00+00:00,32.61,26.22,26.22
2020-10-07 14:15:00+00:00,31.83,-84.71,-84.71
2020-10-07 14:30:00+00:00,31.83,22.22,22.22
2020-10-07 14:45:00+00:00,31.77,28.66,28.66
2020-10-07 15:00:00+00:00,32.61,219.6,219.6
2020-10-07 15:15:00+00:00,31.91,-129.97,-129.97
2020-10-07 15:30:00+00:00,31.5,38.52,23.62
2020-10-07 15:45:00+00:00,31.91,73.78,73.78
2020-10-07 16:00:00+00:00,31.5,219.61,219.61
2020-10-07 16:15:00+00:00,31.5,31.5,31.5
2020-10-07 16:30:00+00:00,31.5,30.22,30.22
2020-10-07 16:45:00+00:00,31.5,36.0,36.0
2020-10-07 17:00:00+00:00,31.5,42.7,42.7
2020-10-07 17:15:00+00:00,31.5,34.29,34.29
2020-10-07 17:30:00+00:00,17.5,243.43,243.43
2020-10-07 17:45:00+00:00,17.5,45.69,45.69
2020-10-07 18:00:00+00:00,17.5,34.5,34.5
2020-10-07 18:15:00+00:00,17.5,148.11,148.11
2020-10-07 18:30:00+00:00,32.16,34.33,34.33
2020-10-07 18:45:00+00:00,32.15,30.22,30.22
2020-10-07 19:00:00+00:00,17.5,31.0,31.0
2020-10-07 19:15:00+00:00,17.5,34.22,34.22
2020-10-07 19:30:00+00:00,17.5,35.48,35.48
2020-10-07 19:45:00+00:00,17.5,34.32,34.32
2020-10-07 20:00:00+00:00,17.5,30.22,30.22
2020-10-07 20:15:00+00:00,17.5,34.22,34.22
2020-10-07 20:30:00+00:00,17.5,219.61,219.61
2020-10-07 20:45:00+00:00,17.5,28.21,28.21
2020-10-07 21:00:00+00:00,17.5,28.73,33.0
2020-10-07 21:15:00+00:00,17.5,35.07,35.07
2020-10-07 21:30:00+00:00,17.5,34.22,34.22
2020-10-07 21:45:00+00:00,17.5,28.52,28.52
2020-10-07 22:00:00+00:00,29.31,2.25,2.25
2020-10-07 22:15:00+00:00,29.35,53.22,53.22
2020-10-07 22:30:00+00:00,30.05,34.22,34.22
2020-10-07 22:45:00+00:00,15.7,35.3,35.3
2020-10-07 23:00:00+00:00,15.11,53.22,53.22
2020-10-07 23:15:00+00:00,15.11,38.88,38.88
2020-10-07 23:30:00+00:00,15.11,42.84,42.84
2020-10-07 23:45:00+00:00,15.12,33.24,33.24
2020-10-08 00:00:00+00:00,15.12,28.31,28.31
2020-10-08 00:15:00+00:00,15.13,35.71,35.71
2020-10-08 00:30:00+00:00,15.12,48.23,48.23
2020-10-08 00:45:00+00:00,15.13,33.23,33.23
2020-10-08 01:00:00+00:00,15.12,30.29,30.29
2020-10-08 01:15:00+00:00,15.12,30.24,30.24
2020-10-08 01:30:00+00:00,15.12,15.12,15.12
2020-10-08 01:45:00+00:00,15.12,29.37,29.37
2020-10-08 02:00:00+00:00,14.91,30.22,30.22
2020-10-08 02:15:00+00:00,14.91,30.22,30.22
2020-10-08 02:30:00+00:00,14.91,14.91,14.91
2020-10-08 02:45:00+00:00,14.91,18.22,18.22
2020-10-08 03:00:00+00:00,14.9,25.23,25.23
2020-10-08 03:15:00+00:00,14.9,14.9,14.9
2020-10-08 03:30:00+00:00,14.9,14.9,14.9
2020-10-08 03:45:00+00:00,14.9,30.22,30.22
2020-10-08 04:00:00+00:00,15.7,34.8,34.8
2020-10-08 04:15:00+00:00,29.86,15.7,15.7
2020-10-08 04:30:00+00:00,29.86,29.86,29.86
2020-10-08 04:45:00+00:00,29.8,29.86,29.86
2020-10-08 05:00:00+00:00,30.17,28.21,28.21
2020-10-08 05:15:00+00:00,30.16,30.17,30.17
2020-10-08 05:30:00+00:00,30.17,34.85,34.85
2020-10-08 05:45:00+00:00,30.16,38.93,38.93
2020-10-08 06:00:00+00:00,30.18,33.26,33.26
2020-10-08 06:15:00+00:00,28.67,54.82,54.82
2020-10-08 06:30:00+00:00,28.67,250.72,250.72
2020-10-08 06:45:00+00:00,28.67,39.82,39.82
2020-10-08 07:00:00+00:00,28.67,52.51,52.51
2020-10-08 07:15:00+00:00,28.67,30.89,27.28
2020-10-08 07:30:00+00:00,28.67,28.33,28.33
2020-10-08 07:45:00+00:00,28.67,25.24,25.24
2020-10-08 08:00:00+00:00,28.67,26.05,26.05
2020-10-08 08:15:00+00:00,28.67,25.78,25.78
2020-10-08 08:30:00+00:00,29.17,27.28,27.28
2020-10-08 08:45:00+00:00,29.17,22.85,22.85
2020-10-08 09:00:00+00:00,30.24,22.85,22.85
2020-10-08 09:15:00+00:00,30.45,31.13,26.85
2020-10-08 09:30:00+00:00,30.44,31.13,31.13
2020-10-08 09:45:00+00:00,30.44,30.44,30.44
2020-10-08 10:00:00+00:00,29.15,27.03,27.03
2020-10-08 10:15:00+00:00,29.15,26.85,26.85
2020-10-08 10:30:00+00:00,29.15,29.15,29.15
2020-10-08 10:45:00+00:00,29.15,29.15,29.15
2020-10-08 11:00:00+00:00,29.14,29.15,29.15
2020-10-08 11:15:00+00:00,29.8,31.13,31.13
2020-10-08 11:30:00+00:00,29.81,31.13,31.13
2020-10-08 11:45:00+00:00,29.14,31.13,31.13
2020-10-08 12:00:00+00:00,29.12,30.67,30.67
2020-10-08 12:15:00+00:00,29.62,38.21,38.21
2020-10-08 12:30:00+00:00,29.12,51.85,51.85
2020-10-08 12:45:00+00:00,29.14,35.85,35.85
2020-10-08 13:00:00+00:00,29.12,39.82,39.82
2020-10-08 13:15:00+00:00,29.12,44.49,44.49
2020-10-08 13:30:00+00:00,29.12,32.84,32.84
2020-10-08 13:45:00+00:00,29.12,35.82,35.82
2020-10-08 14:00:00+00:00,29.12,35.82,35.82
2020-10-08 14:15:00+00:00,29.12,29.58,26.32
2020-10-08 14:30:00+00:00,29.12,26.85,26.85
2020-10-08 14:45:00+00:00,28.62,27.32,27.32
2020-10-08 15:00:00+00:00,29.64,35.82,35.82
2020-10-08 15:15:00+00:00,29.62,31.13,19.85
2020-10-08 15:30:00+00:00,29.62,28.37,25.66
2020-10-08 15:45:00+00:00,29.64,31.13,31.13
2020-10-08 16:00:00+00:00,29.64,47.29,47.29
2020-10-08 16:15:00+00:00,29.64,33.47,18.44
2020-10-08 16:30:00+00:00,29.64,18.4,18.4
2020-10-08 16:45:00+00:00,29.62,28.27,28.27
2020-10-08 17:00:00+00:00,29.65,60.73,60.73
2020-10-08 17:15:00+00:00,15.65,39.82,27.28
2020-10-08 17:30:00+00:00,15.65,35.82,35.82
2020-10-08 17:45:00+00:00,29.65,35.82,35.82
2020-10-08 18:00:00+00:00,15.67,33.05,33.05
2020-10-08 18:15:00+00:00,15.67,31.94,31.94
2020-10-08 18:30:00+00:00,15.67,31.13,31.13
2020-10-08 18:45:00+00:00,15.67,31.13,31.13
2020-10-08 19:00:00+00:00,15.67,35.82,27.28
2020-10-08 19:15:00+00:00,15.68,116.76,116.76
2020-10-08 19:30:00+00:00,15.68,36.32,36.32
2020-10-08 19:45:00+00:00,15.68,57.97,57.97
2020-10-08 20:00:00+00:00,15.68,159.14,159.14
2020-10-08 20:15:00+00:00,15.7,40.38,40.38
2020-10-08 20:30:00+00:00,15.68,47.64,47.64
2020-10-08 20:45:00+00:00,15.68,35.82,35.82
2020-10-08 21:00:00+00:00,15.7,36.54,36.54
2020-10-08 21:15:00+00:00,15.7,46.67,46.67
2020-10-08 21:30:00+00:00,15.7,35.22,35.22
2020-10-08 21:45:00+00:00,15.7,39.82,39.82
2020-10-08 22:00:00+00:00,37.24,31.13,31.13
2020-10-08 22:15:00+00:00,37.24,40.24,40.24
2020-10-08 22:30:00+00:00,37.23,32.13,43.48
2020-10-08 22:45:00+00:00,37.25,18.07,18.07
2020-10-08 23:00:00+00:00,36.88,5.04,5.04
2020-10-08 23:15:00+00:00,36.87,24.04,24.04
2020-10-08 23:30:00+00:00,36.87,24.04,24.04
2020-10-08 23:45:00+00:00,36.88,24.04,24.04
2020-10-09 00:00:00+00:00,36.82,24.09,24.09
2020-10-09 00:15:00+00:00,36.78,24.04,24.04
2020-10-09 00:30:00+00:00,36.82,31.16,31.16
2020-10-09 00:45:00+00:00,36.82,36.82,36.82
2020-10-09 01:00:00+00:00,36.82,36.82,36.82
2020-10-09 01:15:00+00:00,36.82,33.25,33.25
2020-10-09 01:30:00+00:00,36.81,33.25,33.25
2020-10-09 01:45:00+00:00,36.82,36.04,36.04
2020-10-09 02:00:00+00:00,36.72,36.04,36.04
2020-10-09 02:15:00+00:00,36.7,31.3,31.3
2020-10-09 02:30:00+00:00,36.71,32.55,32.55
2020-10-09 02:45:00+00:00,36.74,31.3,31.3
2020-10-09 03:00:00+00:00,36.86,31.16,31.16
2020-10-09 03:15:00+00:00,36.88,36.86,36.86
2020-10-09 03:30:00+00:00,36.88,36.88,36.88
2020-10-09 03:45:00+00:00,36.82,36.88,36.88
2020-10-09 04:00:00+00:00,37.4,36.04,36.04
2020-10-09 04:15:00+00:00,33.85,33.25,43.79
2020-10-09 04:30:00+00:00,35.35,43.7,43.7
2020-10-09 04:45:00+00:00,33.79,41.85,41.85
2020-10-09 05:00:00+00:00,36.36,150.13,150.13
2020-10-09 05:15:00+00:00,36.34,-16.31,-16.31
2020-10-09 05:30:00+00:00,36.34,80.21,80.21
2020-10-09 05:45:00+00:00,34.78,251.97,251.97
2020-10-09 06:00:00+00:00,33.79,251.98,251.98
2020-10-09 06:15:00+00:00,36.32,40.61,40.61
2020-10-09 06:30:00+00:00,36.33,256.46,256.46
2020-10-09 06:45:00+00:00,36.31,80.13,80.13
2020-10-09 07:00:00+00:00,33.79,38.9,38.9
2020-10-09 07:15:00+00:00,36.33,33.79,33.79
